재질,외경_mm,두께_mm,길이_m,무게_kg,생산시간_분,생산단가_원
Carbon Steel,38.1,1.65,3.027,4.443,15.97,8885
PVC,38.1,2.77,8.981,3.808,27.83,13758
HDPE,25.4,1.65,3.035,0.351,10.41,2524
Carbon Steel,76.2,5.16,6.004,53.789,32.94,70465
Copper,203.2,7.04,11.981,468.999,77.7,5642345
Carbon Steel,50.8,1.65,9.022,18.108,37.21,27649
Carbon Steel,254.0,8.56,12.01,617.499,70.84,753577
PVC,50.8,2.77,6.034,3.523,20.86,10818
Stainless Steel 316,50.8,3.91,2.971,13.615,29.5,80125
PVC,152.4,6.35,9.034,36.66,36.28,86965
Carbon Steel,76.2,2.11,5.951,23.193,29.76,33300
Stainless Steel 304,101.6,5.74,11.962,164.756,79.1,756357
Carbon Steel,203.2,3.96,12.015,233.647,58.69,291139
Carbon Steel,152.4,6.35,11.985,273.315,62.17,339611
Stainless Steel 304,38.1,1.65,9.026,13.47,45.98,68553
Carbon Steel,50.8,2.77,5.951,19.376,27.81,28366
HDPE,25.4,2.77,3.018,0.567,12.0,2190
Copper,152.4,6.35,5.979,155.774,53.39,1878443
Carbon Steel,50.8,2.77,9.016,29.75,40.27,42927
Carbon Steel,152.4,6.35,3.046,70.011,29.43,89508
Stainless Steel 304,25.4,3.38,6.0,11.259,37.57,57790
Copper,76.2,5.16,6.032,61.69,43.06,748371
Carbon Steel,25.4,1.65,11.998,11.508,47.32,22151
Carbon Steel,76.2,2.11,6.027,23.018,29.93,33633
Copper,38.1,2.77,5.959,16.489,28.73,202730
Carbon Steel,50.8,1.65,3.026,6.062,15.43,10644
Galvanized Steel,50.8,1.65,9.047,18.131,42.24,34640
Carbon Steel,76.2,2.11,6.028,23.049,30.22,32837
PVC,101.6,2.11,9.032,8.353,29.03,23332
Stainless Steel 316,38.1,3.56,12.001,36.818,78.49,216520
Stainless Steel 304,76.2,5.16,8.997,82.247,61.13,381251
Carbon Steel,76.2,3.05,5.994,32.935,27.49,43615
Stainless Steel 304,25.4,1.65,8.99,8.852,43.61,47261
Carbon Steel,38.1,2.77,8.95,21.659,39.31,33425
Carbon Steel,38.1,1.65,9.009,13.401,39.27,23142
Stainless Steel 304,38.1,3.56,9.006,27.927,47.41,133529
Stainless Steel 316,76.2,5.16,5.98,54.621,52.71,309340
Stainless Steel 316,25.4,3.38,5.975,11.181,40.59,68525
Carbon Steel,25.4,2.77,11.973,18.454,43.84,29924
Stainless Steel 316,38.1,2.77,12.045,29.46,69.03,174269
Stainless Steel 304,76.2,5.16,2.974,27.332,31.11,128774
PVC,76.2,5.16,9.042,14.388,31.55,37434
Carbon Steel,38.1,2.77,9.048,21.795,37.59,32689
Galvanized Steel,304.8,3.4,8.968,223.551,53.11,345139
Copper,101.6,3.05,5.952,49.508,37.27,601389
Carbon Steel,25.4,2.77,12.04,18.746,45.85,30726
Stainless Steel 316,38.1,1.65,12.014,18.386,67.06,112313
Stainless Steel 316,254.0,3.4,3.013,64.522,42.12,362825
Galvanized Steel,25.4,3.38,2.971,5.35,20.09,11302
Stainless Steel 304,25.4,3.38,5.972,11.098,37.11,56598
Carbon Steel,152.4,2.77,11.991,123.99,56.16,158749
Stainless Steel 304,25.4,3.38,11.978,22.531,67.47,113517
PVC,25.4,1.65,6.005,1.027,18.35,5730
Copper,38.1,2.77,8.963,24.803,47.83,306170
Carbon Steel,50.8,1.65,3.041,6.114,16.75,10792
Stainless Steel 316,101.6,2.11,12.005,63.861,72.3,364394
Stainless Steel 304,50.8,2.77,3.013,10.129,24.95,50408
PVC,38.1,2.77,2.97,1.279,13.37,5364
HDPE,76.2,3.05,6.001,3.923,20.96,11039
Copper,25.4,2.77,5.983,10.567,37.42,133663
Carbon Steel,101.6,2.11,12.049,63.076,54.27,85664
Stainless Steel 304,50.8,3.91,9.014,41.564,58.54,197527
Stainless Steel 304,152.4,3.4,11.968,153.2,69.1,702313
Stainless Steel 304,152.4,2.77,11.994,126.063,69.56,580163
HDPE,50.8,2.77,5.97,2.375,20.71,7385
Galvanized Steel,50.8,2.77,6.028,20.021,30.5,35008
HDPE,25.4,3.38,12.013,2.627,35.44,11416
Stainless Steel 304,50.8,1.65,5.965,12.228,32.98,60438
Stainless Steel 316,101.6,3.05,2.96,22.382,31.2,128041
Carbon Steel,76.2,3.05,11.994,65.4,50.51,87329
HDPE,38.1,3.56,8.969,3.294,29.09,11833
Carbon Steel,101.6,2.11,6.037,31.407,31.47,43087
HDPE,50.8,3.91,9.02,5.046,30.06,15763
Carbon Steel,25.4,3.38,8.997,16.295,39.17,27027
Stainless Steel 304,76.2,3.05,12.037,67.984,67.24,317901
HDPE,76.2,2.11,8.978,4.116,27.74,11369
Carbon Steel,25.4,2.77,12.027,18.619,50.61,31002
HDPE,50.8,2.77,5.981,2.371,21.84,8263
PVC,304.8,9.53,3.003,37.115,30.5,87032
PVC,254.0,8.56,8.983,83.527,39.47,190786
Carbon Steel,50.8,2.77,6.013,19.623,30.16,29388
Galvanized Steel,38.1,3.56,11.971,36.068,53.91,63155
PVC,101.6,5.74,8.963,21.462,33.3,53298
Stainless Steel 316,38.1,1.65,12.013,17.726,68.24,110554
Carbon Steel,25.4,1.65,3.029,2.935,14.45,5796
Carbon Steel,76.2,2.11,11.976,45.653,52.83,63223
Copper,304.8,4.78,8.952,361.658,68.85,4351597
Carbon Steel,101.6,3.05,12.011,89.843,52.95,117989
Stainless Steel 304,25.4,3.38,9.012,17.08,50.45,86029
Copper,76.2,5.16,8.989,92.97,58.28,1126658
Copper,101.6,5.74,3.048,46.2,32.32,560222
Stainless Steel 304,25.4,3.38,2.975,5.545,21.15,28500
Carbon Steel,38.1,2.77,5.99,14.325,27.13,22134
Stainless Steel 316,101.6,5.74,11.955,167.097,81.37,934918
Galvanized Steel,152.4,6.35,11.982,269.246,74.17,417492
Stainless Steel 304,38.1,1.65,6.006,9.22,33.32,47425
Copper,101.6,3.05,5.987,49.735,39.43,603430
Carbon Steel,25.4,3.38,2.967,5.438,19.14,9860
Stainless Steel 316,38.1,2.77,5.982,14.862,39.44,88670
PVC,38.1,1.65,12.041,3.206,33.51,13128
Stainless Steel 316,101.6,5.74,12.012,167.414,78.14,934751
HDPE,25.4,2.77,9.003,1.71,24.79,7719
Carbon Steel,76.2,5.16,3.044,27.713,26.49,38189
PVC,38.1,2.77,9.025,3.855,26.24,13796
Stainless Steel 316,152.4,6.35,8.975,210.427,67.22,1170337
Stainless Steel 304,25.4,1.65,12.02,11.708,59.97,63757
Carbon Steel,76.2,2.11,8.961,34.651,39.53,48614
HDPE,25.4,2.77,6.014,1.122,17.58,5103
Stainless Steel 316,203.2,2.77,5.956,83.232,52.57,467271
Carbon Steel,38.1,2.77,11.986,28.893,48.18,43554
HDPE,152.4,6.35,6.003,16.624,29.46,36481
HDPE,38.1,2.77,8.992,2.637,28.03,10285
Carbon Steel,76.2,2.11,8.994,34.813,39.67,49348
Carbon Steel,203.2,2.77,8.994,123.895,46.19,156998
Stainless Steel 304,25.4,1.65,6.039,5.947,34.05,32594
Carbon Steel,50.8,2.77,11.983,39.378,47.42,55093
Carbon Steel,25.4,1.65,11.979,11.416,50.07,22543
Stainless Steel 304,38.1,1.65,9.03,13.45,52.22,69745
Copper,101.6,2.11,8.951,52.61,51.61,640748
Stainless Steel 304,152.4,6.35,8.993,209.936,67.2,956456
PVC,152.4,6.35,2.989,11.986,21.71,30495
HDPE,203.2,2.77,3.0,5.036,18.69,11766
PVC,76.2,2.11,12.016,8.224,37.95,25724
Copper,76.2,2.11,8.961,39.593,46.28,482783
Carbon Steel,304.8,4.78,2.99,105.705,35.16,133706
Stainless Steel 304,25.4,3.38,12.01,22.507,62.39,112949
PVC,76.2,3.05,5.957,5.783,20.98,16689
Carbon Steel,76.2,3.05,2.981,16.326,19.95,22875
Stainless Steel 316,50.8,2.77,2.978,9.962,25.57,59625
Stainless Steel 316,203.2,2.77,2.966,41.456,36.71,234104
Carbon Steel,203.2,2.77,11.99,166.285,55.01,209535
Stainless Steel 304,76.2,2.11,12.001,46.6,66.55,221133
Stainless Steel 316,152.4,2.77,11.981,123.938,73.0,694523
PVC,76.2,5.16,6.012,9.605,24.62,25883
Copper,152.4,2.77,5.953,68.796,38.97,832537
Carbon Steel,76.2,3.05,2.988,16.888,19.9,24437
HDPE,50.8,3.91,5.956,3.226,21.7,9115
Copper,50.8,2.77,3.01,11.311,21.39,139663
PVC,50.8,2.77,6.011,3.487,21.89,12398
Stainless Steel 316,152.4,2.77,2.992,30.921,33.53,176079
Copper,76.2,3.05,3.021,18.803,24.01,230009
HDPE,25.4,3.38,2.958,0.651,13.75,3716
Stainless Steel 316,25.4,2.77,5.95,9.536,38.89,59781
Carbon Steel,76.2,2.11,9.023,34.266,42.46,48131
Carbon Steel,25.4,1.65,2.975,2.883,14.32,6508
Carbon Steel,25.4,2.77,8.971,13.799,37.86,24020
PVC,38.1,3.56,12.034,6.551,31.65,19687
PVC,50.8,3.91,3.021,2.395,14.52,7953
Stainless Steel 316,50.8,3.91,2.963,13.484,33.12,79954
Stainless Steel 304,38.1,1.65,8.953,13.572,46.37,69356
Stainless Steel 316,50.8,2.77,8.961,29.95,57.44,175606
Stainless Steel 304,50.8,2.77,3.025,10.036,24.49,49966
Stainless Steel 304,38.1,1.65,11.97,18.05,67.51,93521
HDPE,76.2,3.05,3.027,2.015,15.03,5862
HDPE,50.8,2.77,3.014,1.179,13.7,4865
Stainless Steel 304,25.4,2.77,2.962,4.696,19.59,24148
Carbon Steel,38.1,3.56,3.034,9.355,18.7,14024
HDPE,203.2,3.96,5.982,13.999,28.49,30332
Carbon Steel,50.8,3.91,3.018,13.769,23.04,20286
Carbon Steel,50.8,3.91,8.971,40.264,38.07,55451
Stainless Steel 304,25.4,2.77,9.033,14.284,51.67,75056
Copper,76.2,5.16,2.959,30.234,30.71,367933
Stainless Steel 304,25.4,3.38,11.985,22.792,64.16,113554
HDPE,25.4,3.38,9.04,2.013,27.03,9191
Stainless Steel 304,254.0,3.4,5.955,126.485,54.3,578013
Carbon Steel,25.4,1.65,9.013,8.734,34.91,17061
HDPE,203.2,3.96,2.994,7.061,18.18,15932
Stainless Steel 316,25.4,3.38,11.952,22.195,67.52,133559
Stainless Steel 304,304.8,4.78,8.97,326.91,78.64,1485534
Galvanized Steel,101.6,2.11,6.011,30.653,34.57,53052
Copper,25.4,2.77,11.991,21.452,55.8,267443
HDPE,76.2,3.05,8.974,5.922,27.2,15357
Carbon Steel,203.2,2.77,12.006,167.742,60.06,212117
Carbon Steel,25.4,1.65,8.977,8.634,35.95,17383
Carbon Steel,101.6,2.11,12.037,61.23,52.33,82530
Carbon Steel,76.2,5.16,12.021,109.96,55.7,141593
Carbon Steel,203.2,7.04,6.023,206.959,46.38,256516
Stainless Steel 316,101.6,2.11,2.96,15.408,28.91,90004
HDPE,76.2,5.16,5.961,6.622,24.35,15634
Carbon Steel,38.1,2.77,5.993,14.276,29.17,22120
Carbon Steel,152.4,3.4,6.0,75.829,31.97,97004
Stainless Steel 304,304.8,9.53,11.99,832.363,91.04,3761946
PVC,152.4,6.35,9.007,36.515,39.8,86692
PVC,25.4,1.65,12.022,2.096,32.96,10853
PVC,152.4,6.35,8.961,36.021,35.64,85823
Carbon Steel,25.4,3.38,5.954,10.995,29.43,17614
Carbon Steel,38.1,1.65,5.977,8.865,27.97,15196
Carbon Steel,25.4,2.77,5.961,9.111,29.37,16177
Stainless Steel 304,38.1,2.77,6.036,14.874,38.99,74859
Carbon Steel,76.2,3.05,8.978,48.814,40.64,65451
Stainless Steel 304,76.2,3.05,3.029,17.364,27.12,83438
Stainless Steel 316,152.4,6.35,5.988,138.747,57.1,773225
Stainless Steel 304,152.4,6.35,6.019,140.704,52.53,642952
Stainless Steel 316,25.4,2.77,8.981,14.067,50.16,86750
Carbon Steel,254.0,3.4,6.042,127.488,38.23,159364
Carbon Steel,25.4,2.77,9.008,14.123,38.3,23779
Carbon Steel,50.8,2.77,5.983,19.677,31.03,29865
Carbon Steel,25.4,3.38,6.045,10.957,28.14,18068
Carbon Steel,76.2,5.16,8.973,80.573,41.95,104739
Stainless Steel 304,76.2,3.05,9.027,50.612,55.4,236696
Galvanized Steel,25.4,1.65,12.015,11.661,46.53,25850
HDPE,152.4,3.4,3.035,4.499,18.54,11195
Stainless Steel 304,101.6,5.74,5.99,83.002,45.53,381100
PVC,50.8,1.65,6.031,2.155,19.46,9430
Copper,76.2,5.16,3.014,31.189,29.88,380148
Stainless Steel 316,101.6,3.05,11.956,89.738,80.06,508210
Stainless Steel 304,76.2,5.16,5.964,54.916,40.79,254675
Stainless Steel 304,152.4,2.77,8.979,92.379,59.89,426895
Carbon Steel,50.8,1.65,5.962,12.033,24.07,18237
Stainless Steel 304,25.4,1.65,2.978,2.958,20.51,17338
Stainless Steel 304,25.4,3.38,8.951,16.98,51.36,86631
Copper,50.8,2.77,6.009,22.344,34.56,274730
PVC,50.8,2.77,6.006,3.51,20.27,11442
Copper,76.2,2.11,2.987,13.037,22.04,159591
Stainless Steel 304,50.8,3.91,3.035,14.036,27.85,68332
Stainless Steel 316,76.2,5.16,12.022,110.622,73.01,622034
Carbon Steel,25.4,2.77,9.042,14.08,37.12,23381
HDPE,25.4,2.77,11.97,2.234,29.19,9230
Stainless Steel 316,203.2,3.96,5.971,117.571,55.04,656528
Stainless Steel 304,76.2,3.05,8.977,51.381,52.19,241200
Stainless Steel 304,38.1,2.77,11.992,29.486,63.13,143946
Stainless Steel 304,25.4,1.65,3.008,2.951,18.93,17035
PVC,50.8,1.65,12.044,4.341,35.55,15619
Carbon Steel,25.4,3.38,6.017,11.151,28.46,18996
Stainless Steel 304,38.1,1.65,8.985,13.655,43.87,69693
Stainless Steel 316,25.4,3.38,2.991,5.546,25.76,35131
Carbon Steel,203.2,2.77,9.017,122.813,48.89,156552
HDPE,38.1,2.77,6.035,1.789,17.79,7051
Copper,25.4,2.77,8.968,15.989,47.35,200087
Galvanized Steel,50.8,2.77,12.041,39.902,58.96,70182
Galvanized Steel,76.2,3.05,3.02,16.502,20.95,28077
Stainless Steel 316,76.2,2.11,12.037,47.057,72.63,271545
Stainless Steel 304,76.2,3.05,8.962,50.115,50.68,235525
Stainless Steel 304,25.4,3.38,6.002,11.109,39.3,57397
Stainless Steel 316,76.2,5.16,2.957,27.216,32.69,154936
Stainless Steel 316,38.1,1.65,5.956,8.986,35.69,56462
HDPE,101.6,3.05,11.955,10.62,38.32,26231
PVC,101.6,2.11,2.961,2.681,13.22,8746
Carbon Steel,38.1,1.65,12.013,18.09,51.4,30165
Carbon Steel,38.1,2.77,8.957,21.239,36.43,31412
Stainless Steel 316,101.6,2.11,12.007,63.864,70.06,363566
PVC,203.2,3.96,3.042,10.613,20.12,26760
Carbon Steel,38.1,3.56,3.044,9.162,21.32,14574
Copper,76.2,5.16,6.029,62.573,44.01,758951
HDPE,25.4,1.65,12.048,1.403,32.5,8221
Copper,304.8,3.4,6.037,172.687,52.74,2081726
Copper,152.4,6.35,11.998,307.381,78.09,3703065
Stainless Steel 316,101.6,5.74,6.003,82.807,49.3,464289
Carbon Steel,38.1,1.65,5.993,8.874,27.54,16421
Copper,50.8,2.77,9.041,33.398,45.75,409896
Stainless Steel 316,25.4,3.38,12.024,22.079,72.32,135022
Stainless Steel 316,38.1,2.77,12.034,29.449,68.01,174024
Carbon Steel,25.4,1.65,3.034,2.922,15.43,6732
Carbon Steel,38.1,1.65,9.023,13.577,34.65,22058
Carbon Steel,203.2,7.04,3.03,103.309,36.25,130448
Carbon Steel,25.4,2.77,8.963,13.912,38.74,23861
Stainless Steel 316,101.6,3.05,11.97,90.034,82.95,509725
PVC,101.6,2.11,8.986,8.313,27.74,22901
Stainless Steel 316,38.1,2.77,5.963,14.538,46.73,88167
PVC,101.6,5.74,5.993,14.672,26.64,37273
Stainless Steel 316,25.4,1.65,12.015,11.928,66.2,77201
Carbon Steel,101.6,3.05,9.03,66.071,43.54,87592
Copper,76.2,2.11,3.019,13.241,22.81,162767
Carbon Steel,50.8,1.65,12.015,24.105,51.03,38414
Carbon Steel,76.2,3.05,11.994,65.845,50.71,88628
Copper,38.1,1.65,12.019,20.153,58.26,252583
Carbon Steel,25.4,1.65,8.972,8.666,36.33,17294
Stainless Steel 304,76.2,5.16,6.015,55.753,45.6,258719
Galvanized Steel,304.8,4.78,9.039,318.487,70.1,490804
Stainless Steel 316,38.1,2.77,11.992,29.435,71.46,174868
HDPE,101.6,5.74,5.982,9.608,27.5,21887
Stainless Steel 304,254.0,8.56,11.971,632.306,100.2,2863045
Galvanized Steel,50.8,3.91,5.988,26.546,33.98,45482
Carbon Steel,50.8,2.77,8.982,29.371,40.01,42693
Carbon Steel,38.1,3.56,8.975,27.554,38.77,40766
PVC,50.8,2.77,6.0,3.483,21.4,10948
Carbon Steel,38.1,3.56,9.026,27.523,38.94,39997
Stainless Steel 316,50.8,1.65,12.03,24.403,60.35,145148
Stainless Steel 304,50.8,2.77,5.97,19.813,37.59,95855
PVC,254.0,3.4,9.019,34.482,33.35,82830
Carbon Steel,50.8,3.91,9.04,40.785,42.05,56608
Copper,25.4,1.65,11.976,13.145,60.6,167931
HDPE,25.4,3.38,9.033,2.027,26.2,8630
Carbon Steel,50.8,1.65,5.95,12.085,26.2,19959
Carbon Steel,101.6,5.74,12.011,162.875,61.51,206380
Galvanized Steel,76.2,2.11,3.035,11.524,21.15,20647
Carbon Steel,50.8,1.65,12.018,23.837,46.88,36917
Stainless Steel 304,50.8,3.91,2.977,13.771,26.53,66526
Stainless Steel 316,50.8,1.65,12.044,24.723,70.29,148429
HDPE,76.2,3.05,11.984,7.979,37.53,21556
HDPE,152.4,6.35,6.033,16.726,28.97,34936
Carbon Steel,25.4,2.77,11.958,18.643,45.53,30763
Galvanized Steel,38.1,3.56,12.032,36.679,53.29,64945
Stainless Steel 304,254.0,3.4,5.969,128.358,51.43,586759
HDPE,38.1,3.56,11.982,4.453,31.34,13978
Stainless Steel 304,38.1,1.65,5.984,9.091,32.91,47259
Carbon Steel,76.2,2.11,12.038,45.878,52.27,65309
Copper,152.4,6.35,5.958,155.197,49.18,1872493
Carbon Steel,254.0,8.56,12.019,619.167,68.84,756035
Copper,76.2,5.16,3.019,31.294,29.87,380564
Copper,76.2,2.11,6.019,26.57,37.94,325412
Stainless Steel 304,101.6,2.11,2.988,15.851,27.85,75679
Stainless Steel 304,25.4,2.77,12.014,18.6,61.39,95323
PVC,101.6,2.11,12.026,11.009,33.37,30090
Stainless Steel 304,50.8,2.77,5.977,20.197,35.74,97405
Galvanized Steel,152.4,3.4,12.001,148.893,60.82,234106
Carbon Steel,203.2,7.04,5.987,205.249,43.37,254560
Stainless Steel 316,76.2,2.11,3.014,11.915,26.46,69936
Carbon Steel,152.4,6.35,3.003,69.656,31.5,87939
Carbon Steel,25.4,1.65,12.037,11.542,44.97,22293
Carbon Steel,50.8,3.91,9.028,41.239,41.38,56809
Copper,25.4,3.38,5.976,12.425,31.65,154925
HDPE,203.2,3.96,11.99,28.029,41.49,58529
Carbon Steel,50.8,2.77,11.983,39.667,51.49,56724
Carbon Steel,203.2,3.96,11.989,236.699,57.38,295225
PVC,76.2,3.05,6.023,5.905,21.52,16996
PVC,76.2,2.11,12.001,8.188,32.43,23512
Stainless Steel 304,152.4,6.35,9.049,209.482,72.48,955863
Carbon Steel,50.8,1.65,9.031,18.081,35.3,27991
Carbon Steel,50.8,3.91,8.996,40.303,42.26,56543
Carbon Steel,25.4,1.65,11.97,11.654,47.68,22568
Galvanized Steel,25.4,3.38,8.986,16.438,40.47,31543
Carbon Steel,50.8,2.77,2.983,9.637,18.32,14644
Galvanized Steel,50.8,2.77,5.952,19.373,31.65,35430
Carbon Steel,25.4,3.38,3.019,5.501,18.24,9692
Stainless Steel 316,25.4,3.38,5.984,11.136,41.55,69151
PVC,50.8,1.65,9.013,3.2,26.52,11201
Stainless Steel 304,38.1,2.77,2.971,7.244,21.77,36829
Stainless Steel 316,25.4,3.38,9.036,17.029,58.77,104061
HDPE,76.2,2.11,6.014,2.815,18.66,8094
PVC,101.6,3.05,2.988,3.981,13.65,11611
HDPE,25.4,2.77,12.036,2.254,33.59,10118
Copper,50.8,1.65,6.002,13.511,30.47,167845
Stainless Steel 304,76.2,2.11,3.007,11.88,24.14,57928
Galvanized Steel,101.6,3.05,12.03,88.711,54.99,143397
Carbon Steel,152.4,2.77,5.959,61.063,33.46,79561
Carbon Steel,254.0,3.4,3.012,62.376,30.44,80164
Carbon Steel,203.2,2.77,5.998,82.226,36.17,104578
Copper,25.4,3.38,11.955,24.82,55.66,307877
Carbon Steel,76.2,5.16,6.033,54.168,34.74,71170
Carbon Steel,25.4,2.77,9.004,13.968,37.09,23205
Stainless Steel 316,76.2,5.16,5.952,53.886,49.42,305497
Carbon Steel,101.6,2.11,5.957,30.821,30.51,42610
Carbon Steel,25.4,3.38,6.009,11.149,31.28,18365
HDPE,38.1,2.77,8.988,2.629,27.91,9607
Stainless Steel 316,101.6,3.05,3.039,22.929,31.78,132185
Galvanized Steel,76.2,2.11,8.984,33.986,43.23,57637
PVC,38.1,1.65,5.995,1.581,17.87,6135
Carbon Steel,76.2,5.16,6.023,54.597,38.37,72123
Carbon Steel,38.1,2.77,5.983,14.144,28.32,21680
PVC,152.4,6.35,2.983,12.06,21.16,31768
Galvanized Steel,38.1,2.77,9.021,21.294,41.68,39785
Stainless Steel 304,25.4,3.38,5.997,11.279,40.98,58249
Stainless Steel 304,76.2,5.16,6.031,55.217,45.28,256363
HDPE,38.1,2.77,6.012,1.76,21.26,8183
Carbon Steel,254.0,8.56,8.95,462.078,60.76,566050
PVC,50.8,2.77,5.977,3.5,20.72,10620
Carbon Steel,25.4,3.38,9.017,16.275,38.88,26890
Stainless Steel 304,76.2,3.05,9.013,50.138,55.33,235252
Carbon Steel,38.1,3.56,2.961,8.913,19.39,14305
Stainless Steel 316,25.4,1.65,8.969,8.769,47.98,55471
Copper,38.1,1.65,9.019,15.392,46.38,192973
Carbon Steel,101.6,2.11,2.957,15.599,20.32,22146
Carbon Steel,101.6,5.74,5.953,80.985,38.08,103447
Stainless Steel 316,203.2,2.77,11.999,165.709,85.99,927088
Galvanized Steel,101.6,2.11,9.038,47.416,41.5,78762
Carbon Steel,50.8,3.91,9.033,41.012,40.24,56639
Stainless Steel 304,76.2,2.11,5.993,23.508,35.37,112711
Galvanized Steel,101.6,3.05,6.043,44.143,36.99,73330
Carbon Steel,76.2,5.16,2.974,27.008,26.57,37880
HDPE,50.8,2.77,8.964,3.616,30.52,12388
Stainless Steel 304,101.6,5.74,6.004,81.709,47.84,376067
Stainless Steel 304,50.8,1.65,3.043,6.177,21.12,31739
Carbon Steel,50.8,2.77,3.009,9.993,18.25,15871
PVC,152.4,3.4,9.027,19.789,31.04,50179
Copper,25.4,2.77,12.003,21.387,58.68,267263
Carbon Steel,101.6,5.74,2.965,40.243,26.62,53351
Carbon Steel,76.2,5.16,8.985,80.919,45.6,104639
Stainless Steel 316,76.2,3.05,12.015,66.798,76.96,381089
Carbon Steel,50.8,1.65,6.031,12.056,26.59,18119
Stainless Steel 304,254.0,4.78,11.962,356.473,76.92,1618786
PVC,76.2,2.11,2.953,2.059,12.51,6907
Stainless Steel 304,152.4,6.35,11.97,277.315,84.65,1264092
PVC,25.4,3.38,2.961,0.98,12.81,4013
Stainless Steel 304,25.4,1.65,8.994,8.862,46.73,47164
Stainless Steel 304,50.8,3.91,11.951,55.0,63.83,258873
Stainless Steel 304,25.4,3.38,3.014,5.7,24.88,30320
Stainless Steel 304,25.4,2.77,11.961,19.076,60.6,95558
Stainless Steel 316,101.6,2.11,3.025,15.878,27.53,92366
Carbon Steel,304.8,3.4,12.018,302.193,69.04,375510
HDPE,76.2,3.05,2.952,1.941,13.65,6215
Carbon Steel,76.2,5.16,11.967,108.183,54.48,139822
Stainless Steel 304,50.8,2.77,11.963,39.873,66.64,191423
HDPE,152.4,3.4,9.03,13.554,29.25,29149
Carbon Steel,152.4,3.4,11.972,148.902,54.77,188533
Stainless Steel 316,38.1,3.56,3.011,9.251,28.3,56250
PVC,254.0,4.78,12.011,62.904,47.0,146443
PVC,76.2,2.11,3.011,2.017,13.39,6980
Carbon Steel,25.4,2.77,11.957,18.674,45.92,30421
Stainless Steel 304,38.1,2.77,5.996,14.832,39.24,73408
Carbon Steel,101.6,3.05,6.03,44.721,32.02,60047
Stainless Steel 304,38.1,3.56,8.975,28.005,48.93,135179
Stainless Steel 304,38.1,3.56,3.015,9.342,26.21,47107
Stainless Steel 316,203.2,2.77,9.004,124.908,69.0,699625
Stainless Steel 316,38.1,1.65,5.997,8.94,42.73,56378
Stainless Steel 316,152.4,6.35,3.034,71.309,44.54,400783
Stainless Steel 316,101.6,3.05,9.036,69.167,61.4,391839
Carbon Steel,203.2,7.04,8.987,303.648,55.45,373986
HDPE,25.4,1.65,5.953,0.694,18.68,4970
HDPE,25.4,2.77,2.958,0.553,12.86,3557
Stainless Steel 304,25.4,1.65,8.974,8.77,46.44,48057
Stainless Steel 316,203.2,3.96,11.986,236.238,86.78,1315239
Stainless Steel 316,76.2,5.16,3.026,27.808,35.4,159509
Stainless Steel 304,38.1,2.77,3.031,7.476,23.96,37726
HDPE,152.4,2.77,3.021,3.694,16.25,9017
Stainless Steel 316,304.8,9.53,11.969,839.246,95.98,4632553
Stainless Steel 304,25.4,3.38,8.987,16.8,51.68,84819
Carbon Steel,101.6,2.11,2.998,15.458,19.92,22019
Stainless Steel 304,50.8,3.91,2.95,13.516,27.38,65637
Carbon Steel,304.8,3.4,9.025,231.577,52.62,287288
Carbon Steel,50.8,2.77,3.049,10.034,18.32,14846
Stainless Steel 304,101.6,3.05,5.968,45.309,42.23,211649
Carbon Steel,50.8,1.65,9.018,17.877,39.92,27649
Stainless Steel 316,76.2,2.11,12.011,47.953,70.84,276884
Stainless Steel 304,76.2,3.05,3.024,17.102,25.36,81833
Carbon Steel,38.1,2.77,9.031,21.61,40.01,33244
Carbon Steel,38.1,2.77,6.01,14.346,28.87,21717
Carbon Steel,38.1,2.77,6.035,14.507,26.36,22238
Carbon Steel,76.2,2.11,2.968,11.412,17.59,17483
Stainless Steel 304,25.4,3.38,2.969,5.53,23.27,29307
Copper,50.8,2.77,3.035,11.279,20.75,138517
Stainless Steel 316,50.8,3.91,3.017,13.767,30.66,81141
Copper,101.6,3.05,12.042,102.31,64.21,1238771
PVC,101.6,2.11,9.015,8.328,26.88,23080
Carbon Steel,50.8,3.91,9.025,40.873,42.37,56377
Stainless Steel 304,25.4,3.38,11.977,22.273,65.11,111763
Stainless Steel 304,38.1,2.77,8.996,22.204,50.8,108625
Stainless Steel 304,101.6,5.74,2.96,41.253,33.88,191476
Stainless Steel 304,101.6,5.74,2.957,41.24,39.71,193603
PVC,76.2,5.16,3.026,4.739,17.4,12759
Stainless Steel 304,50.8,1.65,3.002,6.053,19.34,30784
HDPE,101.6,5.74,11.982,19.561,43.39,42165
Carbon Steel,38.1,2.77,2.999,7.15,16.86,11542
Carbon Steel,25.4,3.38,5.999,10.837,28.1,17745
Carbon Steel,76.2,3.05,2.952,16.345,19.85,22937
Stainless Steel 316,76.2,2.11,2.974,11.641,26.28,68998
Carbon Steel,25.4,2.77,8.977,13.905,37.98,22631
Carbon Steel,304.8,9.53,5.995,409.15,61.97,502290
PVC,38.1,2.77,8.981,3.862,28.27,13785
Galvanized Steel,101.6,2.11,2.976,15.471,19.67,26769
Carbon Steel,101.6,3.05,2.99,21.966,20.95,30032
Carbon Steel,50.8,1.65,9.002,17.909,35.66,27267
Stainless Steel 316,76.2,2.11,3.02,11.808,26.21,69662
Carbon Steel,152.4,6.35,5.973,136.508,41.93,171188
